"Notes"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Crude Rate
	" Baton Rouge, LA  "	"12940"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	46	4409	1043.3
	" Baton Rouge, LA  "	"12940"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	2359	720.6
	" Birmingham-Hoover, AL  "	"13820"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	25626	70.2
	" Birmingham-Hoover, AL  "	"13820"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	24540	85.6
	" Birmingham-Hoover, AL  "	"13820"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	20679	91.9
	" Birmingham-Hoover, AL  "	"13820"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	19215	182.1
	" Birmingham-Hoover, AL  "	"13820"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	17590	204.7
	" Birmingham-Hoover, AL  "	"13820"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	21	3705	566.8
	" Birmingham-Hoover, AL  "	"13820"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	55	15551	353.7
	" Birmingham-Hoover, AL  "	"13820"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	40	15974	250.4
	" Birmingham-Hoover, AL  "	"13820"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	25	3303	756.9
	" Birmingham-Hoover, AL  "	"13820"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	85	13187	644.6
	" Birmingham-Hoover, AL  "	"13820"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	53	15823	335.0
	" Birmingham-Hoover, AL  "	"13820"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	96	11838	810.9
	" Birmingham-Hoover, AL  "	"13820"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	13445	334.7
	" Birmingham-Hoover, AL  "	"13820"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	57	8902	640.3
	" Birmingham-Hoover, AL  "	"13820"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	9324	257.4
	" Birmingham-Hoover, AL  "	"13820"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	4901	734.5
	" Birmingham-Hoover, AL  "	"13820"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	8849	271.2
	" Birmingham-Hoover, AL  "	"13820"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	3086	712.9
	" Boise City, ID  "	"14260"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	7156	223.6
	" Boise City, ID  "	"14260"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	6866	262.2
	" Boise City, ID  "	"14260"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	5552	468.3
	" Boise City, ID  "	"14260"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	4817	643.6
	" Boise City, ID  "	"14260"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	5650	407.1
	" Boise City, ID  "	"14260"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	4036	520.3
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	163065	14.7
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	157840	19.0
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	40	144220	27.7
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	49	137118	35.7
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	95	128751	73.8
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	106	120926	87.7
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	143	97147	147.2
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	168	90510	185.6
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	163	76853	212.1
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	205	69294	295.8
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	232	72263	321.0
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	300	61641	486.7
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	271	73469	368.9
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	340	55330	614.5
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	275	66177	415.6
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	286	43199	662.1
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	172	49902	344.7
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	181	26953	671.5
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	107	52511	203.8
	" Boston-Cambridge-Newton, MA-NH  "	"14460"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	74	18079	409.3
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	20823	86.4
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	19512	97.4
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	16193	142.0
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	54	14684	367.7
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	14911	281.7
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	52	12960	401.2
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	56	14948	374.6
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	63	11801	533.9
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	41	13388	306.2
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	9357	384.7
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	10418	297.6
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	5993	600.7
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	10588	160.6
	" Bridgeport-Stamford-Norwalk, CT  "	"14860"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	3912	562.4
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	33303	66.1
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	28	31726	88.3
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	41	26902	152.4
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	58	24695	234.9
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	52	22959	226.5
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	69	19788	348.7
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	62	22956	270.1
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	79	19097	413.7
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	106	24801	427.4
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	117	18968	616.8
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	90	22919	392.7
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	102	14905	684.3
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	50	16966	294.7
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	72	9177	784.6
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	15337	273.8
	" Buffalo-Cheektowaga-Niagara Falls, NY  "	"15380"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	5474	657.7
	" Cape Coral-Fort Myers, FL  "	"15980"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	11484	200.3
	" Cape Coral-Fort Myers, FL  "	"15980"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	12861	124.4
	" Cape Coral-Fort Myers, FL  "	"15980"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	11242	231.3
	" Cape Coral-Fort Myers, FL  "	"15980"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	13796	181.2
	" Cape Coral-Fort Myers, FL  "	"15980"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	32	11973	267.3
	" Cape Coral-Fort Myers, FL  "	"15980"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	15026	252.9
	" Cape Coral-Fort Myers, FL  "	"15980"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	54	14090	383.3
	" Cape Coral-Fort Myers, FL  "	"15980"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	62	15620	396.9
	" Cape Coral-Fort Myers, FL  "	"15980"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	92	14483	635.2
	" Cape Coral-Fort Myers, FL  "	"15980"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	50	12868	388.6
	" Cape Coral-Fort Myers, FL  "	"15980"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	56	11514	486.4
	" Cape Coral-Fort Myers, FL  "	"15980"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	36	8209	438.5
	" Cape Coral-Fort Myers, FL  "	"15980"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	32	6682	478.9
	" Cape Coral-Fort Myers, FL  "	"15980"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	6540	290.5
	" Cape Coral-Fort Myers, FL  "	"15980"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	3817	655.0
	" Charleston-North Charleston, SC  "	"16700"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	8978	200.5
	" Charleston-North Charleston, SC  "	"16700"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	29	6910	419.7
	" Charleston-North Charleston, SC  "	"16700"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	5998	583.5
	" Charleston-North Charleston, SC  "	"16700"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	29	5891	492.3
	" Charleston-North Charleston, SC  "	"16700"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	4651	946.0
	" Charleston-North Charleston, SC  "	"16700"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	5016	418.7
	" Charleston-North Charleston, SC  "	"16700"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	3575	755.2
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	46796	42.7
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	43191	41.7
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	42418	61.3
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	37	33223	111.4
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	16	5347	299.2
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	62	32537	190.6
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	26680	168.7
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	68	24445	278.2
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	71	23863	297.5
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	125	20241	617.6
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	56	22339	250.7
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	17	2365	718.8
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	116	16820	689.7
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	55	19471	282.5
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	104	12679	820.3
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	13400	164.2
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	6893	609.3
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	12398	153.3
	" Charlotte-Concord-Gastonia, NC-SC  "	"16740"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	18	4098	439.2
	" Chattanooga, TN-GA  "	"16860"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	10889	192.9
	" Chattanooga, TN-GA  "	"16860"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	32	8674	368.9
	" Chattanooga, TN-GA  "	"16860"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	46	7444	617.9
	" Chattanooga, TN-GA  "	"16860"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	8394	369.3
	" Chattanooga, TN-GA  "	"16860"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	6220	530.5
	" Chattanooga, TN-GA  "	"16860"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	7257	234.3
	" Chattanooga, TN-GA  "	"16860"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	4505	688.1
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	296244	5.4
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	25	73172	34.2
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	277948	10.8
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	30	57232	52.4
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	281984	12.4
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	27	61933	43.6
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	66	242306	27.2
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	48	47507	101.0
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	98	243109	40.3
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	50	49729	100.5
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	106	207741	51.0
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	77	38429	200.4
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	135	204426	66.0
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	57	39230	145.3
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	171	161492	105.9
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	94	30586	307.3
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	272	153647	177.0
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	66	33698	195.9
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	246	129164	190.5
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	93	25414	365.9
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	358	118690	301.6
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	86	28573	301.0
	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	314	115052	272.9
